group,feature,selected
multiscale_history,thermal_severity_proxy_rollslope_3,False
multiscale_history,thermal_severity_proxy_rollmean_5,False
multiscale_history,thermal_severity_proxy_rollstd_5,False
multiscale_history,thermal_severity_proxy_rollmin_5,False
multiscale_history,thermal_severity_proxy_rollmax_5,False
multiscale_history,thermal_severity_proxy_rollslope_5,False
multiscale_history,thermal_severity_proxy_rollmean_8,False
multiscale_history,thermal_severity_proxy_rollstd_8,False
multiscale_history,thermal_severity_proxy_rollmin_8,False
multiscale_history,thermal_severity_proxy_rollmax_8,False
multiscale_history,thermal_severity_proxy_rollslope_8,False
multiscale_history,thermal_severity_proxy_rollmean_13,False
multiscale_history,thermal_severity_proxy_rollstd_13,False
multiscale_history,thermal_severity_proxy_rollmin_13,False
multiscale_history,thermal_severity_proxy_rollmax_13,False
multiscale_history,thermal_severity_proxy_rollslope_13,False
multiscale_history,thermal_severity_proxy_rollmean_21,False
multiscale_history,thermal_severity_proxy_rollstd_21,False
multiscale_history,thermal_severity_proxy_rollmin_21,False
multiscale_history,thermal_severity_proxy_rollmax_21,False
multiscale_history,thermal_severity_proxy_rollslope_21,False
multiscale_history,thermal_severity_proxy_ewmmean_3,False
multiscale_history,thermal_severity_proxy_ewmstd_3,False
multiscale_history,thermal_severity_proxy_ewmmean_5,False
multiscale_history,thermal_severity_proxy_ewmstd_5,False
multiscale_history,thermal_severity_proxy_ewmmean_8,False
multiscale_history,thermal_severity_proxy_ewmstd_8,False
multiscale_history,thermal_severity_proxy_ewmmean_13,False
multiscale_history,thermal_severity_proxy_ewmstd_13,False
multiscale_history,throughput_stress_proxy_lag1,False
multiscale_history,throughput_stress_proxy_lag2,False
multiscale_history,throughput_stress_proxy_lag3,False
multiscale_history,throughput_stress_proxy_lag5,False
multiscale_history,throughput_stress_proxy_lag8,False
multiscale_history,throughput_stress_proxy_lag13,False
multiscale_history,throughput_stress_proxy_diff1,False
multiscale_history,throughput_stress_proxy_pct_change1,False
multiscale_history,throughput_stress_proxy_rate_per_day1,False
multiscale_history,throughput_stress_proxy_diff3,False
multiscale_history,throughput_stress_proxy_pct_change3,False
multiscale_history,throughput_stress_proxy_rate_per_day3,False
multiscale_history,throughput_stress_proxy_diff5,False
multiscale_history,throughput_stress_proxy_pct_change5,False
multiscale_history,throughput_stress_proxy_rate_per_day5,False
multiscale_history,throughput_stress_proxy_rollmean_2,False
multiscale_history,throughput_stress_proxy_rollstd_2,False
multiscale_history,throughput_stress_proxy_rollmin_2,False
multiscale_history,throughput_stress_proxy_rollmax_2,False
multiscale_history,throughput_stress_proxy_rollslope_2,False
multiscale_history,throughput_stress_proxy_rollmean_3,False
multiscale_history,throughput_stress_proxy_rollstd_3,False
multiscale_history,throughput_stress_proxy_rollmin_3,False
multiscale_history,throughput_stress_proxy_rollmax_3,False
multiscale_history,throughput_stress_proxy_rollslope_3,False
multiscale_history,throughput_stress_proxy_rollmean_5,False
multiscale_history,throughput_stress_proxy_rollstd_5,False
multiscale_history,throughput_stress_proxy_rollmin_5,False
multiscale_history,throughput_stress_proxy_rollmax_5,False
multiscale_history,throughput_stress_proxy_rollslope_5,False
multiscale_history,throughput_stress_proxy_rollmean_8,False
multiscale_history,throughput_stress_proxy_rollstd_8,False
multiscale_history,throughput_stress_proxy_rollmin_8,False
multiscale_history,throughput_stress_proxy_rollmax_8,False
multiscale_history,throughput_stress_proxy_rollslope_8,False
multiscale_history,throughput_stress_proxy_rollmean_13,False
multiscale_history,throughput_stress_proxy_rollstd_13,False
multiscale_history,throughput_stress_proxy_rollmin_13,False
multiscale_history,throughput_stress_proxy_rollmax_13,False
multiscale_history,throughput_stress_proxy_rollslope_13,False
multiscale_history,throughput_stress_proxy_rollmean_21,False
multiscale_history,throughput_stress_proxy_rollstd_21,False
multiscale_history,throughput_stress_proxy_rollmin_21,False
multiscale_history,throughput_stress_proxy_rollmax_21,False
multiscale_history,throughput_stress_proxy_rollslope_21,False
multiscale_history,throughput_stress_proxy_ewmmean_3,False
multiscale_history,throughput_stress_proxy_ewmstd_3,False
multiscale_history,throughput_stress_proxy_ewmmean_5,False
multiscale_history,throughput_stress_proxy_ewmstd_5,False
multiscale_history,throughput_stress_proxy_ewmmean_8,False
multiscale_history,throughput_stress_proxy_ewmstd_8,False
multiscale_history,throughput_stress_proxy_ewmmean_13,False
multiscale_history,throughput_stress_proxy_ewmstd_13,False
multiscale_history,internal_resistance_proxy_ohm_lag1,False
multiscale_history,internal_resistance_proxy_ohm_lag2,False
multiscale_history,internal_resistance_proxy_ohm_lag3,False
multiscale_history,internal_resistance_proxy_ohm_lag5,False
multiscale_history,internal_resistance_proxy_ohm_lag8,False
multiscale_history,internal_resistance_proxy_ohm_lag13,False
multiscale_history,internal_resistance_proxy_ohm_diff1,False
multiscale_history,internal_resistance_proxy_ohm_pct_change1,False
multiscale_history,internal_resistance_proxy_ohm_rate_per_day1,False
multiscale_history,internal_resistance_proxy_ohm_diff3,False
multiscale_history,internal_resistance_proxy_ohm_pct_change3,False
multiscale_history,internal_resistance_proxy_ohm_rate_per_day3,False
multiscale_history,internal_resistance_proxy_ohm_diff5,False
multiscale_history,internal_resistance_proxy_ohm_pct_change5,False
multiscale_history,internal_resistance_proxy_ohm_rate_per_day5,False
multiscale_history,internal_resistance_proxy_ohm_rollmean_2,False
multiscale_history,internal_resistance_proxy_ohm_rollstd_2,False
multiscale_history,internal_resistance_proxy_ohm_rollmin_2,False
multiscale_history,internal_resistance_proxy_ohm_rollmax_2,False
multiscale_history,internal_resistance_proxy_ohm_rollslope_2,False
multiscale_history,internal_resistance_proxy_ohm_rollmean_3,False
multiscale_history,internal_resistance_proxy_ohm_rollstd_3,False
multiscale_history,internal_resistance_proxy_ohm_rollmin_3,False
multiscale_history,internal_resistance_proxy_ohm_rollmax_3,False
multiscale_history,internal_resistance_proxy_ohm_rollslope_3,False
multiscale_history,internal_resistance_proxy_ohm_rollmean_5,False
multiscale_history,internal_resistance_proxy_ohm_rollstd_5,False
multiscale_history,internal_resistance_proxy_ohm_rollmin_5,False
multiscale_history,internal_resistance_proxy_ohm_rollmax_5,False
multiscale_history,internal_resistance_proxy_ohm_rollslope_5,False
multiscale_history,internal_resistance_proxy_ohm_rollmean_8,False
multiscale_history,internal_resistance_proxy_ohm_rollstd_8,False
multiscale_history,internal_resistance_proxy_ohm_rollmin_8,False
multiscale_history,internal_resistance_proxy_ohm_rollmax_8,False
multiscale_history,internal_resistance_proxy_ohm_rollslope_8,False
multiscale_history,internal_resistance_proxy_ohm_rollmean_13,False
multiscale_history,internal_resistance_proxy_ohm_rollstd_13,False
multiscale_history,internal_resistance_proxy_ohm_rollmin_13,False
multiscale_history,internal_resistance_proxy_ohm_rollmax_13,False
multiscale_history,internal_resistance_proxy_ohm_rollslope_13,False
multiscale_history,internal_resistance_proxy_ohm_rollmean_21,True
multiscale_history,internal_resistance_proxy_ohm_rollstd_21,False
multiscale_history,internal_resistance_proxy_ohm_rollmin_21,False
multiscale_history,internal_resistance_proxy_ohm_rollmax_21,True
multiscale_history,internal_resistance_proxy_ohm_rollslope_21,False
multiscale_history,internal_resistance_proxy_ohm_ewmmean_3,False
multiscale_history,internal_resistance_proxy_ohm_ewmstd_3,False
multiscale_history,internal_resistance_proxy_ohm_ewmmean_5,False
multiscale_history,internal_resistance_proxy_ohm_ewmstd_5,False
multiscale_history,internal_resistance_proxy_ohm_ewmmean_8,False
multiscale_history,internal_resistance_proxy_ohm_ewmstd_8,False
multiscale_history,internal_resistance_proxy_ohm_ewmmean_13,False
multiscale_history,internal_resistance_proxy_ohm_ewmstd_13,False
multiscale_history,storage_stress_proxy_lag1,False
multiscale_history,storage_stress_proxy_lag2,False
multiscale_history,storage_stress_proxy_lag3,False
multiscale_history,storage_stress_proxy_lag5,False
multiscale_history,storage_stress_proxy_lag8,False
multiscale_history,storage_stress_proxy_lag13,False
multiscale_history,storage_stress_proxy_diff1,False
multiscale_history,storage_stress_proxy_pct_change1,False
multiscale_history,storage_stress_proxy_rate_per_day1,False
multiscale_history,storage_stress_proxy_diff3,False
multiscale_history,storage_stress_proxy_pct_change3,False
multiscale_history,storage_stress_proxy_rate_per_day3,False
multiscale_history,storage_stress_proxy_diff5,False
multiscale_history,storage_stress_proxy_pct_change5,False
multiscale_history,storage_stress_proxy_rate_per_day5,False
multiscale_history,storage_stress_proxy_rollmean_2,False
multiscale_history,storage_stress_proxy_rollstd_2,False
multiscale_history,storage_stress_proxy_rollmin_2,False
multiscale_history,storage_stress_proxy_rollmax_2,False
multiscale_history,storage_stress_proxy_rollslope_2,False
multiscale_history,storage_stress_proxy_rollmean_3,False
multiscale_history,storage_stress_proxy_rollstd_3,False
multiscale_history,storage_stress_proxy_rollmin_3,False
multiscale_history,storage_stress_proxy_rollmax_3,False
multiscale_history,storage_stress_proxy_rollslope_3,False
multiscale_history,storage_stress_proxy_rollmean_5,False
multiscale_history,storage_stress_proxy_rollstd_5,False
multiscale_history,storage_stress_proxy_rollmin_5,False
multiscale_history,storage_stress_proxy_rollmax_5,False
multiscale_history,storage_stress_proxy_rollslope_5,False
multiscale_history,storage_stress_proxy_rollmean_8,False
multiscale_history,storage_stress_proxy_rollstd_8,False
multiscale_history,storage_stress_proxy_rollmin_8,False
multiscale_history,storage_stress_proxy_rollmax_8,False
multiscale_history,storage_stress_proxy_rollslope_8,False
multiscale_history,storage_stress_proxy_rollmean_13,False
multiscale_history,storage_stress_proxy_rollstd_13,False
multiscale_history,storage_stress_proxy_rollmin_13,False
multiscale_history,storage_stress_proxy_rollmax_13,False
multiscale_history,storage_stress_proxy_rollslope_13,False
multiscale_history,storage_stress_proxy_rollmean_21,False
multiscale_history,storage_stress_proxy_rollstd_21,False
multiscale_history,storage_stress_proxy_rollmin_21,False
multiscale_history,storage_stress_proxy_rollmax_21,False
multiscale_history,storage_stress_proxy_rollslope_21,False
multiscale_history,storage_stress_proxy_ewmmean_3,False
multiscale_history,storage_stress_proxy_ewmstd_3,False
multiscale_history,storage_stress_proxy_ewmmean_5,False
multiscale_history,storage_stress_proxy_ewmstd_5,False
multiscale_history,storage_stress_proxy_ewmmean_8,False
multiscale_history,storage_stress_proxy_ewmstd_8,False
multiscale_history,storage_stress_proxy_ewmmean_13,False
multiscale_history,storage_stress_proxy_ewmstd_13,False
multiscale_history,degradation_stress_proxy_lag1,False
multiscale_history,degradation_stress_proxy_lag2,False
multiscale_history,degradation_stress_proxy_lag3,False
multiscale_history,degradation_stress_proxy_lag5,False
multiscale_history,degradation_stress_proxy_lag8,False
multiscale_history,degradation_stress_proxy_lag13,False
multiscale_history,degradation_stress_proxy_diff1,False
multiscale_history,degradation_stress_proxy_pct_change1,False
multiscale_history,degradation_stress_proxy_rate_per_day1,False
multiscale_history,degradation_stress_proxy_diff3,False
multiscale_history,degradation_stress_proxy_pct_change3,False
multiscale_history,degradation_stress_proxy_rate_per_day3,False
multiscale_history,degradation_stress_proxy_diff5,False
multiscale_history,degradation_stress_proxy_pct_change5,False
multiscale_history,degradation_stress_proxy_rate_per_day5,False
multiscale_history,degradation_stress_proxy_rollmean_2,False
multiscale_history,degradation_stress_proxy_rollstd_2,False
multiscale_history,degradation_stress_proxy_rollmin_2,False
multiscale_history,degradation_stress_proxy_rollmax_2,False
multiscale_history,degradation_stress_proxy_rollslope_2,False
multiscale_history,degradation_stress_proxy_rollmean_3,False
multiscale_history,degradation_stress_proxy_rollstd_3,False
multiscale_history,degradation_stress_proxy_rollmin_3,False
multiscale_history,degradation_stress_proxy_rollmax_3,False
multiscale_history,degradation_stress_proxy_rollslope_3,False
multiscale_history,degradation_stress_proxy_rollmean_5,False
multiscale_history,degradation_stress_proxy_rollstd_5,False
multiscale_history,degradation_stress_proxy_rollmin_5,False
multiscale_history,degradation_stress_proxy_rollmax_5,False
multiscale_history,degradation_stress_proxy_rollslope_5,False
multiscale_history,degradation_stress_proxy_rollmean_8,False
multiscale_history,degradation_stress_proxy_rollstd_8,False
multiscale_history,degradation_stress_proxy_rollmin_8,False
multiscale_history,degradation_stress_proxy_rollmax_8,False
multiscale_history,degradation_stress_proxy_rollslope_8,False
multiscale_history,degradation_stress_proxy_rollmean_13,False
multiscale_history,degradation_stress_proxy_rollstd_13,False
multiscale_history,degradation_stress_proxy_rollmin_13,False
multiscale_history,degradation_stress_proxy_rollmax_13,False
multiscale_history,degradation_stress_proxy_rollslope_13,False
multiscale_history,degradation_stress_proxy_rollmean_21,False
multiscale_history,degradation_stress_proxy_rollstd_21,True
multiscale_history,degradation_stress_proxy_rollmin_21,False
multiscale_history,degradation_stress_proxy_rollmax_21,False
multiscale_history,degradation_stress_proxy_rollslope_21,False
multiscale_history,degradation_stress_proxy_ewmmean_3,False
multiscale_history,degradation_stress_proxy_ewmstd_3,False
multiscale_history,degradation_stress_proxy_ewmmean_5,False
multiscale_history,degradation_stress_proxy_ewmstd_5,False
multiscale_history,degradation_stress_proxy_ewmmean_8,False
multiscale_history,degradation_stress_proxy_ewmstd_8,False
multiscale_history,degradation_stress_proxy_ewmmean_13,False
multiscale_history,degradation_stress_proxy_ewmstd_13,False
static_dummies,plane_id__166,False
static_dummies,plane_id__192,False
static_dummies,battery_id_str__1,False
static_dummies,battery_id_str__2,False
static_dummies,event_type__charge,True
static_dummies,event_type__flight,True
static_dummies,event_type__other,True
