,corr_with_next_observed_delta_flight_1_pct,abs_corr
rolling_current_abs_mean_5,0.04465165564729302,0.04465165564729302
degradation_stress_proxy,0.04448986938937459,0.04448986938937459
time_since_prev_event_days,-0.044443665642319816,0.044443665642319816
cumulative_event_count,-0.044420882541308236,0.044420882541308236
avg_cell_temp_span_c,0.04353207115329341,0.04353207115329341
soc_span_pct,0.042210848451721794,0.042210848451721794
score_observation_instability,-0.041898809015564545,0.041898809015564545
flight_event_flag,0.037733341298776577,0.037733341298776577
event_efc,0.03699159113267248,0.03699159113267248
score_didt,0.03526066945353336,0.03526066945353336
score_event_type,-0.034837259934767786,0.034837259934767786
thermal_severity_proxy,0.03417010133183021,0.03417010133183021
event_ah,0.03291538130490759,0.03291538130490759
estimation_reset_risk,0.03291128812199906,0.03291128812199906
charge_event_flag,-0.03123026031089365,0.03123026031089365
avg_cell_temp_min_c,0.030038077397591532,0.030038077397591532
flag_new_est_batt_cap_any,-0.021830308777512193,0.021830308777512193
rolling_observed_delta_std_5,-0.021543105287931283,0.021543105287931283
rolling_latent_filter_delta_std_5,0.019810626976511363,0.019810626976511363
arrhenius_temp_proxy,0.017876355343875192,0.017876355343875192
score_switch,0.01737637015524995,0.01737637015524995
cap_est_delta_raw,0.013515876183184934,0.013515876183184934
cap_est_span_raw,0.012843875297597165,0.012843875297597165
p95_abs_dcurrent_a_per_s,0.01283768543267657,0.01283768543267657
condition_multiplier,0.011333198488440683,0.011333198488440683
measurement_sigma_pct,0.011333198488440475,0.011333198488440475
_filterpy_pred_var_pct2,-0.011001590072137996,0.011001590072137996
coulomb_gap_abs_pct,0.010774259063009068,0.010774259063009068
rolling_duration_mean_5,0.010340609947008313,0.010340609947008313
kalman_coulomb_gap_span_pct,0.009765185859320335,0.009765185859320335
prev2_latent_filter_pct,0.009464209920118438,0.009464209920118438
rolling_latent_filter_mean_3,0.007959519725965048,0.007959519725965048
observed_soh_span_pct,-0.00600055090635584,0.00600055090635584
voltage_sag_proxy_v,0.0058077575317833545,0.0058077575317833545
prev_latent_filter_pct,0.005375501012466864,0.005375501012466864
rolling_observed_soh_std_3,0.005071595461626275,0.005071595461626275
_filterpy_pred_state_pct,0.004581928027696738,0.004581928027696738
p95_abs_dtemp_c_per_min,-0.0018241955224411513,0.0018241955224411513
observed_soh_delta_2,-0.001791888990571764,0.001791888990571764
latent_soh_filter_pct,0.001049512615837863,0.001049512615837863
latent_soh_filterpy_filter_pct,0.001049512615837863,0.001049512615837863
kalman_coulomb_gap_mean_pct,0.0008224115243620398,0.0008224115243620398
battery_id,-0.0006660878657583048,0.0006660878657583048
score_dtemp,-0.00021467898429268408,0.00021467898429268408
