plane_id,battery_id,flight_id,event_datetime,event_type,observed_soh_pct,observed_soh_iqr_pct,observed_soh_span_pct,flag_new_est_batt_cap_any,flag_rst_coulomb_any,n_rows,event_duration_s,avg_cell_temp_mean_c,avg_cell_temp_min_c,avg_cell_temp_max_c,avg_cell_temp_span_c,current_abs_mean_a,p95_abs_current_a,current_span_a,voltage_mean_v,voltage_max_v,soc_mean_pct,soc_min_pct,soc_max_pct,soc_span_pct,kalman_coulomb_gap_mean_pct,kalman_coulomb_gap_span_pct,cap_est_delta_raw,cap_est_span_raw,p95_abs_dtemp_c_per_min,p95_abs_dcurrent_a_per_s
192,2,10862,2025-06-03 14:30:00,charge,99.0,0.0,99.0,0,0,11991,2397.9890110000006,28.16178800767242,28.0,29.0,1.0,7.44519222750396,7.6,7.7,396.1501793011425,403.8,91.21766324743558,83.0,100.0,17.0,-0.2879176048703195,0.030000000000001137,0.0,0.0,0.0,0.4849490254853696
192,2,10941,2025-06-06 18:57:00,flight,99.0,0.0,99.0,0,1,14805,2960.7764869999996,25.444106720702464,0.0,27.0,27.0,18.10388382303276,77.0,92.2,376.5334414049308,397.9,76.76008105369807,0.0,100.0,100.0,-0.15958730158730153,0.6500000000000057,9591.0,9591.0,0.0,7.037162197143107
192,2,10942,2025-06-06 19:50:00,charge,99.0,0.0,99.0,1,1,6972,1394.182786,28.066408491107286,26.0,29.0,3.0,24.276921973608722,26.0,26.400000000000002,381.5142426850258,395.8,64.25200803212851,0.0,80.0,80.0,-0.037006597819850814,0.2600000000000051,-1.0,1.0,0.0,0.5006708991176454
192,2,10953,2025-06-08 17:15:00,charge,99.0,0.0,0.0,0,0,8733,1746.596285,23.50543913889843,0.0,24.0,24.0,11.82307339974808,23.6,24.0,400.19646169701133,403.7,93.0469483568075,80.0,100.0,20.0,-0.8247715561662659,1.4300000000000068,9590.0,9590.0,0.0,0.5132598984083949
192,2,10952,2025-06-08 18:40:00,flight,99.0,0.0,0.0,0,1,13213,2643.1806309999997,24.011049723756905,0.0,26.0,26.0,21.880988420494965,67.7,88.69999999999999,371.9006887156588,400.2,71.9428593052297,45.0,100.0,55.0,-0.28022250813592675,0.6600000000000108,9590.0,9590.0,0.0,7.177924728115269
192,2,10959,2025-06-08 19:30:00,charge,99.0,0.0,0.0,1,1,14765,2952.786234,27.315949881476463,0.0,29.0,29.0,19.412705722993564,26.1,26.599999999999998,389.55159498814766,403.7,77.16518794446326,45.0,100.0,55.0,-0.27778394852692173,0.39000000000000057,9584.0,9590.0,0.0,0.5010195748350526
192,2,10958,2025-06-08 20:25:00,flight,99.0,0.0,0.0,0,1,15045,3008.778288,26.601395812562313,0.0,28.0,28.0,19.58749750747757,72.85999999999986,91.8,373.0513127284812,401.2,71.87789963443004,44.0,100.0,56.0,0.009045530076437137,0.5100000000000193,9584.0,9584.0,0.0,7.48553048329251
192,2,10963,2025-06-10 11:55:00,charge,99.0,0.0,0.0,0,0,7364,1473.8008860000002,20.589082020640955,0.0,22.0,22.0,10.1848587724063,23.4,23.700000000000003,400.4511678435633,403.7,94.65195545898968,86.0,100.0,14.0,-1.0795776751765342,1.6800000000000068,9581.0,9581.0,0.0,0.5019644579520142
192,2,10964,2025-06-10 12:36:00,flight,99.0,0.0,0.0,0,1,17439,3487.580553,18.7311199036642,0.0,21.0,21.0,14.748374333390677,62.7,90.10000000000001,379.4462411835541,400.1,81.15086874247376,51.0,100.0,49.0,-0.7278284305292735,1.7199999999999989,9581.0,9581.0,0.0,5.506361224665259
192,2,10965,2025-06-10 13:35:00,charge,99.0,0.0,1.0,1,1,6696,1338.987947,20.308542413381122,18.0,22.0,4.0,23.12722520908005,25.0,25.599999999999998,382.02284946236557,396.7,64.62410394265233,51.0,80.0,29.0,-1.0723088410991637,0.5700000000000074,-17.0,17.0,0.0,0.5003677703111788
