,corr_with_next_latent_delta_flight_10_pct,abs_corr
rolling_observed_soh_std_3,-0.09402681087648249,0.09402681087648249
flight_event_flag,0.090887538024443,0.090887538024443
avg_cell_temp_span_c,0.08731500411589606,0.08731500411589606
rolling_soc_mean_5,0.08676500237586668,0.08676500237586668
observed_soh_slope_pct_per_day_1,0.08539124326350843,0.08539124326350843
p95_abs_current_a,0.08158227468289822,0.08158227468289822
observed_soh_delta_1,0.07945125510129857,0.07945125510129857
flag_rst_coulomb_any,0.07266700196968265,0.07266700196968265
soc_stress_index,0.07155177656948317,0.07155177656948317
observed_soh_delta_2,0.07104118864699047,0.07104118864699047
rolling_current_abs_max_5,-0.0697192274555071,0.0697192274555071
observed_soh_iqr_pct,-0.06970972364035104,0.06970972364035104
cumulative_flight_count,-0.064238443267394,0.064238443267394
latent_soh_filter_std_pct,-0.05386224569418881,0.05386224569418881
kalman_coulomb_gap_span_pct,0.046277722944262745,0.046277722944262745
coulomb_gap_abs_pct,0.04542636945843206,0.04542636945843206
score_observation_instability,-0.04292903608026118,0.04292903608026118
current_span_a,0.04220434394724243,0.04220434394724243
p95_abs_dcurrent_a_per_s,0.04126104493611389,0.04126104493611389
observed_soh_pct,0.03999404609433529,0.03999404609433529
soc_min_pct,0.03929094823374095,0.03929094823374095
estimation_reset_risk,0.03906135420179709,0.03906135420179709
cap_est_span_raw,-0.035976076773655365,0.035976076773655365
voltage_sag_proxy_v,-0.03456251981345182,0.03456251981345182
cap_est_delta_raw,-0.0340449938160953,0.0340449938160953
observed_soh_span_pct,-0.03284656708775156,0.03284656708775156
score_switch,0.031754366937602814,0.031754366937602814
rolling_stress_index_max_5,0.029982796582795655,0.029982796582795655
score_didt,0.025100614979138125,0.025100614979138125
rolling_soc_span_mean_5,0.02461336732765379,0.02461336732765379
throughput_stress_proxy,0.024163895578485597,0.024163895578485597
score_event_type,-0.022486124600613028,0.022486124600613028
prev_observed_soh_pct,0.02129963342434268,0.02129963342434268
score_dtemp,0.02096492956751961,0.02096492956751961
soc_span_pct,0.02010730729791278,0.02010730729791278
condition_multiplier,0.01872511097305552,0.01872511097305552
rolling_condition_mean_5,0.018327142680050056,0.018327142680050056
p95_abs_dtemp_c_per_min,0.0165465324707427,0.0165465324707427
measurement_sigma_pct,0.014141098877297094,0.014141098877297094
flag_new_est_batt_cap_any,0.012135135096406657,0.012135135096406657
charge_event_flag,0.011654094181807705,0.011654094181807705
rolling_sigma_mean_5,0.01073544428974434,0.01073544428974434
score_gap,0.010324875396017088,0.010324875396017088
event_ah,0.009711433402897934,0.009711433402897934
cumulative_event_count,-0.0063092689896603995,0.0063092689896603995
rolling_observed_soh_mean_3,0.005696051440410923,0.005696051440410923
prev2_observed_soh_pct,0.004567688324702296,0.004567688324702296
cumulative_ah,-0.004363563474955026,0.004363563474955026
battery_id,0.0027768008442167163,0.0027768008442167163
kalman_coulomb_gap_mean_pct,0.0025408045830763613,0.0025408045830763613
event_efc,0.0021388983804083214,0.0021388983804083214
_filterpy_pred_var_pct2,0.0016079021302088552,0.0016079021302088552
cumulative_efc,0.0008421256639106551,0.0008421256639106551
